user_id,username,email,age,gender,product_id,action,title,url,price
e8901695-5976-41c7-8b3a-0b4a28a86326,rodneyyang,john90@example.com,33,Other,4aeb85d5-a019-5850-9fdd-e2d5a2b8d940,view,"techaspire Edge To Edge Tempered Glass for Poco X3, Redmi NOte 9 Pro, Redmi NOte 9 Pro Max, Redmi Note 10 Pro, Redmi Note 10 Pro Max, Poco M2 Pro, Mi 10T Lite (5G), Mi 10i (5G), Poco X3 Pro, Poco F3, Poco F3 GT 5G Matte Glass  (Pack of 1)",https://www.flipkart.com/techaspire-edge-tempered-glass-poco-x3-redmi-note-9-pro-pro-max-10-m2-mi-10t-lite-5g-10i-x3-f3-f3-gt-5g-matte/p/itm4d6108f4648ad,123
a7860d6a-88dd-4341-809d-3bec93b02f38,barbara41,alexisrichardson@example.org,58,Other,1831de2c-90ef-58cb-b9b5-6685b57570cf,purchase,"KALART CRAFTS Multicolor Combo of 12 studs with different designs for girls, women Plastic Stud Earring, Earring Set",https://www.flipkart.com/kalart-crafts-multicolor-combo-12-studs-different-designs-girls-women-plastic-stud-earring-earring-set/p/itm2597e378b2b06,123
f69a14c5-b11a-4323-a078-dac8e3fe4867,brittany17,patrickmay@example.net,51,Female,c40f8c36-fbac-555d-a1d9-a5c641a45f6f,like,"Socata Tb 30 Epsilon  (English, Paperback, unknown)",https://www.flipkart.com/socata-tb-30-epsilon/p/itmdf5kbrcukzfs5,"2,507"
6dda1563-9a6e-4366-b4ea-7279c680ddac,briana10,vwallace@example.com,60,Male,66c95365-aec1-591b-b52b-c57de0213708,view,"BIMBLE Back Cover for Realme 6 , Realme 6s , Realme 6i  (Multicolor, Hard Case)",https://www.flipkart.com/bimble-back-cover-realme-6-6s-6i/p/itm9a7722136c9ee,239
95738af3-07aa-4ce2-af41-05b5fef764a0,acostavictoria,ghopkins@example.net,50,Female,841b2aca-e867-5006-a321-8afa7aaf34e4,purchase,"KWINE CASE Back Cover for Samsung Galaxy S20 Ultra  (Multicolor, Hard Case)",https://www.flipkart.com/kwine-case-back-cover-samsung-galaxy-s20-ultra/p/itm6f8a6fa102ae3,249
dde77919-9de1-4ca1-af18-d06029a97498,vincentglass,natasharogers@example.org,24,Male,0eb22241-8187-541b-a5b1-18819000abd5,view,Myshka Women Solid Silk Blend A-line Kurta With Attached Dupatta  (Red),https://www.flipkart.com/myshka-women-solid-a-line-kurta/p/itm1fadc8085e202,"3,492"
3974c578-c2a0-42c0-8040-d36fd84c9a0f,tgarcia,harveyalice@example.net,44,Male,5d2437cf-22ff-55d5-a051-64d505a0165a,view,"Power Back Cover for Samsung Galaxy J2 Pro  (Multicolor, Hard Case)",https://www.flipkart.com/power-back-cover-samsung-galaxy-j2-pro/p/itmc73da7789feec,149
c4bd1bd6-e755-4cd6-b60a-a2b31dfe26b9,wharris,ashleyholloway@example.com,53,Female,c1fed766-0643-5879-bc00-da5354dfbc23,like,GROOT Best Unique Chronograph And Speedometer Combo Watch For Boys And Men - BC5-BO49 combo watch Analog Watch  - For Men,https://www.flipkart.com/groot-combo-watch-analog-men/p/itmfbafb5ab002b9,460
b8081ad7-7f5a-4c10-a2b3-63a9dffe6dd3,denise93,jchen@example.org,28,Male,250bb37e-c6e9-507d-9c68-b0c068f72387,view,Paudha Lavender Seed  (52 per packet),https://www.flipkart.com/paudha-lavender-seed/p/itmfb6e7d73e68c8,155
096ddf11-4b17-4565-bebd-97f92de2d50b,changdavid,carrkatherine@example.org,39,Female,f5c2cd52-ad60-5ab4-9b1d-6ac62ae1fc6d,purchase,Today Time Fashion Women Top and Palazzo Set Silk Blend,https://www.flipkart.com/today-time-fashion-women-top-palazzo-set/p/itmf99aaef3715c6,899
2aed5d82-2317-49e4-9274-c866a30bff04,michaelaguilar,mgutierrez@example.org,31,Female,b16ffce2-532a-5b89-b757-b76126a744ff,like,ARBAN Honor 9X BACK EMBOSSED SKIN E009 Mobile Skin  (Multicolor),https://www.flipkart.com/arban-honor-9x-back-embossed-skin-e009-mobile/p/itm98d48d627b14f,149
ebf73cad-7cdc-41bf-9cc9-466857a45c39,eugenegardner,ehendrix@example.com,41,Male,1ca155db-4c42-520e-b861-2dc7cf1b6907,like,REMIFY FASHION Unstitched Cotton Salwar Suit Material Embroidered,https://www.flipkart.com/remify-fashion-cotton-embroidered-salwar-suit-material/p/itma736e755ef013,499
0fdbaf62-d231-481e-94db-79b45435029f,whess,keithhayes@example.net,54,Other,253855c5-5ba0-5879-a81c-b04ba1e7193d,purchase,"Printed Daily Wear Georgette Saree  (Pack of 3, Red, Pink, Multicolor)",https://www.flipkart.com/printed-daily-wear-georgette-saree/p/itmedad7d283172b,669
4b563d5c-1dcf-4b88-b066-b916dab18ab3,kgibson,brett56@example.net,47,Female,23819bdd-cd11-542f-b97d-0faf8b9c560c,like,"BYXIS Back Cover for Redmi Note 10 Pro Cat, Animal, Cute cat, funny, Pussycat, Meow  (Multicolor, Shock Proof)",https://www.flipkart.com/byxis-back-cover-redmi-note-10-pro-cat-animal-cute-funny-pussycat-meow/p/itm3c8cfa95c9f13,255
6b8dff70-db54-4ccb-a515-61fca8fd2fb6,daniel72,hickmankevin@example.net,36,Female,979ef2a1-a3d2-5583-8f5c-233cbeec1927,view,"BAIROJYA Back Cover for Realme X7  (Multicolor, Hard Case)",https://www.flipkart.com/bairojya-back-cover-realme-x7/p/itmb3474b62c972e,239
d00e77fe-46cd-4785-a98d-284dbf9f7d9e,jessicagilbert,smitherik@example.net,32,Male,50709208-9480-5b81-ba9e-24c015ac7251,view,Kataria Jewellers Plain Pearl 92.5 BIS Hallmarked Silver Stud Earring,https://www.flipkart.com/kataria-jewellers-plain-pearl-92-5-bis-hallmarked-silver-stud-earring/p/itm24c706722b8a7,"1,279"
739268b4-de6a-458b-a25c-f2b3d59f9350,sanchezronald,amy24@example.org,41,Male,3f1230c9-fa95-5ae4-99c6-4c8b1a919082,purchase,COVERNEW Flip Cover for Mi Redmi 3S Prime  (Multicolor),https://www.flipkart.com/covernew-flip-cover-mi-redmi-3s-prime/p/itmehyrcux9yhgcs,189
d3c0ab4a-2bc1-4bf8-968f-bf9bac8d7de9,ryan45,kflores@example.net,53,Other,fce44e10-727a-57f6-943b-a25744db6f53,purchase,CART SUTRA Samsung Galaxy A81 Mobile Skin  (Multicolor),https://www.flipkart.com/cart-sutra-samsung-galaxy-a81-mobile-skin/p/itm041615e4b5d45,200
5b12bce0-7e0d-4069-9556-925679435164,sabrina50,fernando03@example.com,28,Female,65a19fa6-b5cc-501c-aee7-f79c3c4af1e9,purchase,"Printfidaa Back Cover for Oppo Realme X  (Multicolor, Hard Case)",https://www.flipkart.com/printfidaa-back-cover-oppo-realme-x/p/itm4ee72fd8ec883,199
1ee84da5-df62-4ad4-92f4-f05880e4fa40,usnyder,wardmark@example.com,35,Male,d71676d4-0230-5c21-a2f2-996db4ca64d8,purchase,"Casemaker Back Cover for Vivo Y95  (Multicolor, Grip Case, Silicon)",https://www.flipkart.com/casemaker-back-cover-vivo-y95/p/itm226fb3eea854c,209
35996322-3703-41fb-97d2-f0ea9bbcf671,guerrerosavannah,torreskyle@example.com,34,Other,d1f1bb3b-7af9-54f2-8819-cf34cd19bcbd,view,SELVIFAB Casual Regular Sleeves Printed Women Multicolor Top,https://www.flipkart.com/selvifab-casual-printed-women-multicolor-top/p/itmca39b967bb54f,449
b0c9008a-6e8e-4d5c-a680-78556fb33def,rhudson,cherylyoung@example.org,39,Other,912670bb-7362-5d3c-b509-32075b121870,view,Phonicz Retails Screen Protector Accessory Combo for Lenovo K8 Note  (Multicolor),https://www.flipkart.com/phonicz-retails-screen-protector-accessory-combo-lenovo-k8-note/p/itmf3579c76275b0,699
5ee7aec0-820f-4efb-b235-b44358a05751,jackfarmer,xrivers@example.org,20,Female,0c36b66e-019d-5410-9e14-e75f502cbbea,view,Sankee Back Cover for Nokia 6  (Multicolor),https://www.flipkart.com/sankee-back-cover-nokia-6/p/itm0e9c0c8ca1cad,399
c6ec11fa-d2c9-462f-bcd3-208d3b7220cf,zwhite,clarkamanda@example.com,37,Female,019cd5a3-45da-5d5c-97a6-b3bf7d9115f2,purchase,PEPART Back Cover for OPPO A7  (Multicolor),https://www.flipkart.com/pepart-back-cover-oppo-a7/p/itme0b9e611cb93c,210
2ee48669-5b9e-4e9c-914d-34171ce2c87f,greenejennifer,andradeamanda@example.org,30,Male,f35d20fa-3837-58d3-a9cc-c8b72bc0a63e,purchase,"BK Creations Back Cover for Realme C12  (Multicolor, Dual Protection)",https://www.flipkart.com/bk-creations-back-cover-realme-c12/p/itm9d420ea1d298e,249
48435e34-218e-4aa6-8816-c805c6965426,barnesdavid,maria38@example.org,28,Female,140f79da-a762-57ee-bcda-0baf04920d82,view,"HOME CRAFT THEME Glass 2 - Cup Tealight Holder Set  (Multicolor, Pack of 2)",https://www.flipkart.com/home-craft-theme-glass-2-cup-tealight-holder-set/p/itm70c27f0a6ae14,245
1a34c5ab-04b5-4805-8087-f10cfd2aaef9,ustein,robinmoon@example.org,39,Male,3d633e4a-27fe-5fd1-a7fb-ba682d41ba22,view,"Keviv Back Cover for Apple iPhone 12  (Multicolor, 3D Case)",https://www.flipkart.com/keviv-back-cover-apple-iphone-12/p/itm03e6a5766e1fa,249
d1d5c258-5392-4920-9b76-cdbddc70ebea,alicewebster,joshuabrooks@example.com,56,Female,f0548f4f-084c-5354-b253-684c87686cf1,purchase,"Blackfox Back Cover for APPLE iPhone 6s Plus, girl,cute,girl,Love,Couple,valentine,lovers,girls,back,cover,  (Multicolor, Hard Case)",https://www.flipkart.com/blackfox-back-cover-apple-iphone-6s-plus-girl-cute-girl-love-couple-valentine-lovers-girls-back-cover/p/itm147cf35cfb8df,232
11a1efc6-6ee5-41cf-84a3-ccde56e574be,olsonjohn,warren61@example.com,42,Female,136fb234-aace-5e5f-9a2c-bb7b949a3d20,view,SNCOLLECTION Beautiful Afghani Round Shaped Jhumki Earrings With Multicolor Dropping Down Alloy Jhumki Earring Alloy Jhumki Earring,https://www.flipkart.com/sncollection-beautiful-afghani-round-shaped-jhumki-earrings-multicolor-dropping-down-alloy-earring/p/itm0e8f96cbfe0d8,299
79b090fe-8359-44f5-84f3-d966b77ef047,timothyjohnson,oliviabutler@example.net,50,Other,67185c89-e165-5c47-ab35-a32ef77ac6a7,like,"KEYCENT Back Cover for SAMSUNG Galaxy M30s NOBITA, DORAEMON, ANIMATION, CARTOON, ANIME  (Multicolor, Shock Proof)",https://www.flipkart.com/keycent-back-cover-samsung-galaxy-m30s-nobita-doraemon-animation-cartoon-anime/p/itm3edfad3d3ecaf,259
3741b39d-ef2c-4dec-9918-d8ff81fade7a,christopheraguilar,gravesbrandon@example.net,54,Other,2b772ba8-48d5-56be-8781-d8ba5136b54c,purchase,"LETAPS Back Cover for vivo Y73 / vivo V21e  (Blue, Green, Waterproof)",https://www.flipkart.com/letaps-back-cover-vivo-y73-v21e/p/itm100ae4bde51d7,269
a7860d6a-88dd-4341-809d-3bec93b02f38,barbara41,alexisrichardson@example.org,58,Other,a74e402b-b648-5a7e-ac76-149a1b4c2464,like,"MECKWELL Bluetooth Headset TWS-02 Wireless Bluetooth Headset  (Black, True Wireless)",https://www.flipkart.com/meckwell-bluetooth-headset-tws-02-wireless/p/itm30adfbca23cb2,"1,049"
f32b8a5e-1bd6-4df5-a347-ccafb390c873,vforbes,elliottjeff@example.net,22,Other,5eedce03-f8a9-5e14-a4c6-5efaea1d106f,purchase,"FITCART Back Cover for Infinix Hot S3x Back Cover  (Multicolor, Grip Case, Silicon)",https://www.flipkart.com/fitcart-back-cover-infinix-hot-s3x/p/itmd429a78baa3d8,219
9bc0dd1d-dde5-4760-9c4b-c43093343ab6,mhenderson,david86@example.com,57,Other,4e5d49f5-9e61-52f0-8d4d-c349ac76e612,like,"Back Dream Back Cover for Tecno Camon iSky 2  (Multicolor, Silicon)",https://www.flipkart.com/back-dream-cover-tecno-camon-isky-2/p/itmf8vzbxuqg4knh,189
ffa91b58-4385-4bca-944e-969870aae476,johnsonjessica,michael68@example.com,33,Female,abbb1278-07ad-575f-bcad-ba8b5e8b237d,view,"JSK COLLECTION Top Loading Washing Machine  Cover  (Width: 62 cm, Grey, White)",https://www.flipkart.com/jsk-collection-top-loading-washing-machine-cover/p/itmd19274f617118,399
52a65dab-e4e6-460e-ad76-7982423fd55b,daniel00,robleschristine@example.net,50,Other,cb4e1574-e0a3-5099-b020-5f4c8077ebdd,purchase,"BAILAN Back Cover for Samsung Galaxy A13  (Multicolor, Grip Case, Silicon)",https://www.flipkart.com/bailan-back-cover-samsung-galaxy-a13/p/itm2a165a3e62dfd,215
512e391c-01e8-4ab4-b689-3d33cb8202a2,jeremiah73,tony04@example.net,51,Male,fe2d3835-4037-59f6-9ed7-fcd9dffb04d6,like,"Casemaker Back Cover for Mi Redmi 9 Power  (Multicolor, Hard Case)",https://www.flipkart.com/casemaker-back-cover-mi-redmi-9-power/p/itma7e9622862ee1,209
7a8fabe4-6d29-454c-9cb8-5dccf30803a4,kjohnson,garciagregory@example.com,20,Female,dc464be6-05e2-58dc-990f-c43a871da7fd,purchase,"Crafter Back Cover for Oppo A83  (Blue, Shock Proof)",https://www.flipkart.com/crafter-back-cover-oppo-a83/p/itme3d2ec11f7ba0,279
fece2860-e2bf-4808-bbae-f7ad56fee826,watkinsmichael,jasmine36@example.org,28,Other,379f0c37-82cb-5408-a871-fc1c26b028f6,view,"The Essential Guide To Being Polish  (English, Paperback, Spysz Anna)",https://www.flipkart.com/essential-guide-being-polish/p/itme9hzvvm8puhth,
5f39150c-6f53-4ed9-a5a9-69b9e4bc41b9,petersondanielle,munoztyler@example.com,57,Female,a1acf719-387f-5fbe-b3e5-2aed0e138c80,purchase,"Vinsmoke Back Cover for Realme X7  (Black, Yellow)",https://www.flipkart.com/vinsmoke-back-cover-realme-x7/p/itmef51cfb93f812,220
8caea7fd-c134-438c-b85d-b463585a0c92,pottsjeremy,zcopeland@example.net,56,Other,265428fc-4ed3-5de8-b7f7-4e1e27231609,purchase,"Coolboys Back Cover for Tecno KE-6 / KE6  (Purple, Waterproof, Silicon)",https://www.flipkart.com/coolboys-back-cover-tecno-ke-6-ke6/p/itm414c308bcbb71,197
8caea7fd-c134-438c-b85d-b463585a0c92,pottsjeremy,zcopeland@example.net,56,Other,b31a8f98-d079-55ee-9e12-946e10eccf55,view,"DBR SAFE Back Cover for Vivo V5, 1601,Joker,Joker,Sign,Joker,symbol,Anonymous,Anonymous,blade,Hacker,  (Multicolor, Hard Case)",https://www.flipkart.com/dbr-safe-back-cover-vivo-v5-1601-joker-joker-sign-joker-symbol-anonymous-anonymous-blade-hacker/p/itmb8ef632fa3a20,229
91c52a7f-2b85-4c2e-bd2b-5387cf9bc351,johnsonalfred,imcclure@example.net,33,Male,7a62ad5d-1b4c-56ca-8b89-a8baf7301139,like,Exocticaa Dream Big Avanti Quote 99 Ceramic Coffee Mug  (330 ml),https://www.flipkart.com/exocticaa-dream-big-avanti-quote-99-ceramic-coffee-mug/p/itm4c5a3e0d5c5f7,209
9eccc176-73d8-4ae2-8b31-7cb947a33e66,jonescorey,houstonscott@example.org,44,Female,3f0fb373-17ae-594e-bce0-60446a5184f3,like,Solid Men Multicolor T-Shirt  (Pack of 3),https://www.flipkart.com/solid-men-multicolor-t-shirt/p/itm3aeb1c73b7bee,799
7f7ce3b5-1729-4617-a469-20dc6664636d,bryan68,nathaniel46@example.net,53,Other,6df7df86-affb-554c-af04-d6f3bc1d2182,view,"FULLYIDEA Back Cover for XIAOMI REDMI 9 PRIME, XIAOMI POCO M2, M2004J19PI, MZB9919IN, M2004J19PI, Dragon Ball Z  (Multicolor, Hard Case)",https://www.flipkart.com/fullyidea-back-cover-xiaomi-redmi-9-prime-poco-m2-m2004j19pi-mzb9919in-dragon-ball-z/p/itm133cd12c02780,299
0cfde7d0-41b6-4a7b-9454-2db39d2a0df9,mclaughlindavid,mosleydebra@example.net,27,Male,a0a9e7cf-513a-5b6c-9e3f-e3495f5e445c,view,"CellPhony Back Cover for Redmi Note 10 Pro Max, Redmi note 10 pro  (Multicolor, Hard Case)",https://www.flipkart.com/cellphony-back-cover-redmi-note-10-pro-max/p/itmbe3d9c565e1ab,269
7820b888-d847-45c0-8419-fd81917dbec7,michealhaney,olsonjoshua@example.net,55,Female,05f899d3-996e-5382-9945-d5fd67692750,purchase,"CASEMANTRA Back Cover for OnePlus 8 Pro - Zodiac Jeans Print  (Multicolor, 3D Case)",https://www.flipkart.com/casemantra-back-cover-oneplus-8-pro-zodiac-jeans-print/p/itm35de12e252c32,235
e0b8cd09-3fbd-4dfd-83be-5d95497ec29d,kristen78,pdavis@example.org,21,Male,7f5cd476-e840-57ba-84eb-9a21c83086f1,like,Snooky Samsung Galaxy A21 Mobile Skin  (Blue),https://www.flipkart.com/snooky-samsung-galaxy-a21-mobile-skin/p/itm0c0c0e7b13edb,249
5dd4a4cd-349e-46f1-97d6-e7e01a032ab5,carrvirginia,thomas27@example.net,18,Female,e8ba3f8c-9d6b-530a-809a-cc96019b4a67,purchase,"XAFO Two Wheeler Cover for Suzuki  (Gixxer, Green)",https://www.flipkart.com/xafo-two-wheeler-cover-suzuki/p/itm567372294d6ff,369
e4d404d1-12f3-4064-a8e2-3853eb16c787,nbrown,alejandraramirez@example.org,29,Other,f3663543-1a10-524f-a101-69ea1b51305f,purchase,"Razzai Solid Queen Comforter for  Heavy Winter  (Microfiber, Burgundy)",https://www.flipkart.com/razzai-solid-queen-comforter-heavy-winter/p/itm2edbf9591db8d,"1,990"
fac046be-c479-47e3-ada7-2e382806f943,samuel32,mccormickvictoria@example.net,31,Male,27c90513-5c78-5a9f-9522-be5a57869915,view,"Hello Case Back Cover for Nokia 6.2, Nokia 7.2  (Multicolor, Cases with Holder)",https://www.flipkart.com/hello-case-back-cover-nokia-6-2-7-2/p/itm912ad20782f4c,269
40ff3739-2885-4040-b048-7bf5875d75c4,brianalee,becky09@example.net,52,Female,0cfb4a10-eab4-5800-ad65-3d2af1c2adc1,purchase,LOOK DECOR B2B-LD-395 Large Self Adhesive Sticker  (Pack of 9),https://www.flipkart.com/look-decor-b2b-ld-395-large-self-adhesive-sticker/p/itmfc81b9a809df0,299
32cd6ac6-30af-4b11-9c0c-1249188de1c7,davidsimpson,churchdennis@example.net,57,Other,a1ade85a-0d55-532b-8910-8a29f6d213e5,like,"Xellom Back Cover for Oppo A1k  (Multicolor, Flexible, Silicon)",https://www.flipkart.com/xellom-back-cover-oppo-a1k/p/itm6a7bbedcaa8f4,179
7ef2dd87-1c5a-475c-9a96-cd640af76bd1,bhoffman,jonathan10@example.net,44,Male,fbee5ba6-fa57-54b2-bba6-2d6a16c723d8,purchase,"King Maker Back Cover for Micromax IN 2B  (Multicolor, Grip Case, Silicon)",https://www.flipkart.com/king-maker-back-cover-micromax-2b/p/itmabe7a26bfe0ef,199
cb1d1724-aa13-4014-81bb-77686830f7c7,kennethgraham,danielle38@example.net,29,Female,dd3653c9-ac1d-5879-b9ff-acba33a99b3e,purchase,"JEFFY GANGA Flite Joy Knitting Yarn Wool, Black Red 600 gm",https://www.flipkart.com/jeffy-ganga-flite-joy-knitting-yarn-wool-black-red-600-gm/p/itmc7ed631db3e8e,807
b22a7046-b916-4ddd-a99e-f0514a017bad,lynnleah,glenn47@example.com,56,Male,61b94297-3b9e-5aef-a7a1-013409026e14,like,"Solid Men Black, Red T-Shirt  (Pack of 2)",https://www.flipkart.com/solid-men-black-red-t-shirt/p/itm11dbc430f4675,449
dd672b5e-fd65-4cd0-b2ef-b62dcff30e4c,lisa43,david36@example.org,41,Other,57b22311-8e1d-5630-85b0-8efb401801e2,purchase,"Mitvaa Back Cover for Zen Admire Curve Neo  (Multicolor, Dual Protection, Silicon)",https://www.flipkart.com/mitvaa-back-cover-zen-admire-curve-neo/p/itmfcw4zh9y2js7t,229
56b7e223-ebc6-483e-b151-35205dfe68eb,fowlergeorge,robertsdavid@example.net,45,Female,4c667631-dcc2-558a-aaec-d5c835310433,like,"Blackfox Back Cover for OPPO A5s/CPH1909,Love, Love Couple, Quite Couple, Lovely Couple,Kiss,valentine,lovers  (Multicolor, Hard Case)",https://www.flipkart.com/blackfox-back-cover-oppo-a5s-cph1909-love-love-couple-quite-lovely-couple-kiss-valentine-lovers/p/itm3e791833b563a,223
53d8b6eb-ad44-433a-981d-f3768896c848,erikcunningham,xeverett@example.net,40,Male,1f0b4052-5100-5bca-8b86-de8858890d0c,purchase,"shonababy Back Cover for Oppo Realme 6i, Beautiful Girl  (Multicolor, 3D Case)",https://www.flipkart.com/shonababy-back-cover-oppo-realme-6i-beautiful-girl/p/itm4bb8ad35adec4,215
